ID;STRUCTURE PORTEUSE;NATURE JURIDIQUE;NOM DU LIEUX;ADRESSE;CODE POSTAL;VILLE;LATITUDE;LONGITUDE;TYPE DE LIEU;ACTIVITES PROPOSEES;HORAIRES;MATERIELS DISPONIBLES;AUTRES LABELS;URL FACEBOOK;URL TWITTER;URL YOUTUBE;PLUS D'INFORMATION;LOGO
90;AVILAB;ASSOCIATION;AVILAB;13 ter impasse Lescure;84000;AVIGNON;43.934323 ;4.801389;"REPAIR CAFE; FABLAB";Accompagnement du grand public à la conception et la fabrication;"Lundi 9h-18h; jeudi 9h-18h";Parc informatique, imprimantes 3D, fraiseuse numérique, laboratoire d’électronique, atelier de menuiserie;Repair Café;http://facebook.com/AvignonFabLab/;http://V;https://www.youtube.com/channel/UCfiSsSf1D3soC-0TiO7HHIA;http://avilab.fr;https://i.goopics.net/jv38v.png
91;COMMUNAUTE DE COMMUNES VAISON VENTOUX;EPCI;ESPACE MULTIMEDIA;375 avenue Gabriel Péri;84110;VAISON-LA-ROMAINE;44.247893      ;5.067989;LIEU DE MEDIATION NUMERIQUE;"Ateliers d'initiation à l'informatique,  stages thématiques, ateliers de révisions, ateliers de sensibilisation sur l'usage d'internet et des réseaux sociaux pour les jeunes. Atelier d'aide à l'administration en ligne
Le mardi de 14h à 16h30
";"Lundi: 9h - 12h / 13h30 - 19h
Mardi: 8h30 - 12h30 / 14h00 - 17h30 avec de 14h à 16h30 l’atelier d’aide à l’administration en ligne
Mercredi: 8h30 - 12h30 / 14h00 - 16h30
Jeudi: 8h30 - 12h00 / 14h00 - 17h30
Vendredi: 8h45 - 12h00 / 13h30 - 17h00
";Ordinateurs portable, tablettes numériques, accès Internet;"Espace Public Numérique (EPN); E-CG Vaucluse;";https://www.facebook.com/VaisonVentoux;https://twitter.com/CCVaisonVentoux;https://www.youtube.com/user/VaisonVentoux;http://www.vaison-ventoux.fr;https://i.goopics.net/pQlaq.png
92;COMITE DE BASSIN D'EMPLOI SUD LUBERON;ASSOCIATION;COMITE DE BASSIN D'EMPLOI SUD LUBERON;ZAC St Martin, 180 rue Philippe de Girard;84120;PERTUIS;;;LIEU DE MEDIATION NUMERIQUE;Accompagnement dématérialisation, en collectif et/ou individuel, rencontres spécifiques dédiées numérique, coworking.;"Lundi au jeudi 8h30-12h30; vendredi 8h30-12h30/13h30-16h00";Ordinateurs, tablettes, vidéo-projecteurs, imprimantes;"Point info CAF; Maison de Services Au Public (MSAP)";https://www.facebook.com/cbesudluberon84;;https://www.youtube.com/channel/UCTKFBz83BXkAvoHWleWe2zA/featured;http://leportaildunumerique.fr/;https://i.goopics.net/WblAw.png
93;LA BRICOTHEQUE;ASSOCIATION;LA BRICOTHEQUE;491 cours Frizet;84210;PERNES LES FONTAINES;;;"FABLAB; LIEU DE MEDIATION NUMERIQUE";Médiations par ateliers, junior à seniors, aides aux projets personnels et professionnels. Fabrications numériques, artisanales, électroniques et robotiques. Mixité et citoyenneté, scolaires, médiathèques et animations à l’extérieur tout public.;"Mardi 17h-20h; mercredi 9h-12h; jeudi,vendredi 17h-20h; samedi 9h-16h";Découpe laser, imprimante 3d, parc informatique, scies circulaires, scie à chantourner, perceuses, ponceuses, défonceuse à bois, outillage à main classique d’un atelier;;https://www.facebook.com/bricothequepernes/*;https://twitter.com/fablabpernes;;http://fablab-pernes.fr/;https://i.goopics.net/3vY7q.png
94;AFPA ACCES A L'EMPLOI;SASU ;CENTRE AFPA D'AVIGNON LE PONTET ;56 avenue Emile Zola;84130;LE PONTET ;;;LIEU DE MEDIATION NUMERIQUE;Mise à disposition d'espaces de travail et de rencontres, ateliers numériques pour les entreprises,leurs salariés et demandeurs d'emplois;"Tous les premiers jeudi du mois; 9h-12h : AGORA SPACE (médiation numérique) ; 14h-18h / REPAR ACTION (repair café)";Outils et machines présents sur site;;;;;https://www.afpa.fr/directionregionale/direction-regionale-de-paca;https://i.goopics.net/aODWZ.png
95;INITIATIVE TERRES DE VAUCLUSE;ASSOCIATION;INITIATIVE TERRES DE VAUCLUSE;813 Chemin du Périgord;84130;LE PONTET ;43.9758827 ;4.87051769999937;PLATEFORME D'INITIATIVE;accueil - accompagnement - expertises (permanences conseils experts-comptables/avocats/assureurs gratuites) - ingénierie financière - financement - parrainage - professionnalisation amont/aval - mise en réseau (workshops, afters-work…);"Lundi au jeudi 8h30-12h30/13h-17h; vendredi 8h30-12h30/13h-16h";Mobilier  de bureau et  accueil -ordinateurs fixes et portables, tablettes, vidéo projecteurs,  écran tv, écran toile , imprimante scanner ;"Citélabs; Incubateur social CAMINA";https://www.facebook.com/Initiativeterresdevaucluse/ ;https://twitter.com/InitiativeTDV;;http://www.initiativeterresdevaucluse.fr;https://i.goopics.net/eQlEj.png
96;APGN ;ASSOCIATION;LA GARE NUMERIQUE; 41 Rue Porte de Monteux;84200;CARPENTRAS;;;Accompagnement à la fabrication numérique, conférence, ateliers, fablab itinérant;"Découpe laser, imprimantes 3D, thermoformeuse; Scanner 3D, découpe vinyle, ordinateurs, raspberry, arduino, microbit, ohbot, ozobot, thymio, scie à chantourner";Mardi au vendredi 9h-12h/14h-18h;"Découpe laser, imprimantes 3D, thermoformeuse; Scanner 3D, découpe vinyle, ordinateurs, raspberry, arduino, microbit, ohbot, ozobot, thymio, scie à chantourner, camion fablan itinérant";;https://www.facebook.com/garenumerique/;https://twitter.com/lagarenumerique;;http://garenumerique.fr;https://i.goopics.net/J8b7a.png
97;ANPEP;ASSOCIATION ;ANPEP;301 Avenue Philippe de Girard;84400;APT;;;LIEU DE MEDIATION NUMERIQUE;Médiation numérique accompagnement aux démarches dématérialisées, atelier recherche d'emploi, utilisation de l'emploi store de pôle emploi, fabrication numérique, atelier création de sites internet avec les commerçants et artisans;Lundi au vendredi 9h-18h, samedi 9h-12h;Ordinateurs , tableau intéractif, imprimante 3D;Grande Ecole du Numérique (GEN), point info CAF, Point ressources numérique Pôle emploi;https://www.facebook.com/anpepapt/;;;http://anpep.free;https://i.goopics.net/jvq3R.png
98;ENTENTE DU VAUCLUSE;ASSOCIATION;ENTENTE DU VAUCLUSE;8 place cardinal Maury;84600;VALREAS;44.384447;4.991898;LIEU DE MEDIATION NUMERIQUE;Mediation et inclusion numerique;"Lundi,mardi 9h-21h; mercredi 9h-12h/14h-18h; jeudi,vendredi 9h-21h; samedi 9h-12h";Ordinateurs, imprimante-scanner, TV;E-cg vaucluse;;;;http://entente84.com;https://i.goopics.net/eQlWK.png
99;DELTA LAB PREFIGURATION;ASSOCIATION;DELTA LAB;2 place E. Colongin  Maison Milon;84600;GRILLON;44.394211;4.929211;"FABLAB; LIEU DE MEDIATION NUMERIQUE";Fabrication numérique 2D et 3D, réseaux d'objets connectés IoT, formation professionnelle;du lundi au vendredi de 9 à 12 h et de 14 à 18 h, le samedi de 10 à 13 h;Imprimantes 3D, découpeuses laser, plotter vinyle, fraiseuses à commande numérique, thermoformeuse, laboratoire électronique, ordinateurs, imprimantes…;;https://www.facebook.com/DeltaLab.infos/;;;http://deltalabprototype.fr;https://i.goopics.net/9qbyj.png
100;ADAPEI VAR-MEDITERRANEE;ASSOCIATION;"Foyer de jeunes travailleurs ""Résidence Central Place"" ";11 place d’armes;83000;TOULON;43.1238305;5.9296376;"FABLAB; ESPACE DE COWORKING; LIEU DE MEDIATION NUMERIQUE";Formation, ateliers;"Tous les jours; permanence fablab : mardi 18h-21h, mercredi 14h-18h,vendredi 18h-21h";;;https://www.facebook.com/adapei83/;;https://www.youtube.com/channel/UCVtf0NkUbvs0hj5mQm6EhgQ;http://www.fjt-toulon.fr/  ;https://i.goopics.net/lElZ4.png
101;ASSOCIATION DE LA FONDATION ETUDIANTE POUR LA VILLE (AFEV);ASSOCIATION;Med'In;24 avenue des Diables Bleus;6300;NICE;43.708723;7.28825;"FABLAB; ESPACE DE COWORKING; LIEU DE MEDIATION NUMERIQUE";Ateliers numériques (scolarité, orientation, usages du numériques), lieu ressource (engagement), de formation (à l'engagement, au numérique ex: freeformers, sensibilisation au codage..),  et d'échanges (rencontres avec des professionnels, des universitaires), organisation d'événements (focus group, débats, visite d'université);Lundi au vendredi 9h-12h30/14h-18h;Ordinateurs;;https://www.facebook.com/afev.nice/;;https://www.youtube.com/channel/UCV7cTcJPxqXiFI8cZzJKlFw;http://www.afev.org;https://i.goopics.net/aOlPe.png
102;ASSOCIATION SERVICES MEDIATION ;ASSOCIATION;Maison Digit'elles;15 boulevard Mermoz;13700;MARIGNANE;43,42;5,29;LIEU DE MEDIATION NUMERIQUE;Ateliers formation numérique débutants et initiés, ateliers spécifiques , accompagnement aux démarches d'accès aux droits en ligne  et aux démarches d'insertion et d'emploi, accompagnement à l'orientation et recherche de stages des jeunes;Lundi au vendredi 9h-12h/14h-18h;Ordinateurs, accès internet, photocopieurs, scanners;;https://www.facebook.com/associationservicemediation/;;;https://www.facebook.com/associationservicemediation/;https://i.goopics.net/AJbvp.png
103;COMMUNAUTE DE COMMUNES ALPES PROVENCE VERDON;EPCI;MSAP Annot Entrevaux;Place Charles Panier;4330;ENTREVAUX;43.949837;6.809878;LIEU DE MEDIATION NUMERIQUE;"Animations informatique gratuites pour tous ; accompagnement pour démarches en ligne ; mise à disposition de PC en accès libre";"Lundi 9h-12h/14h-17h; jeudi 9h-12h; vendredi 9h-12h/14h-17h";Ordinateurs fixes et portables, connexion internet, imprimante, matériel visio.;Maison de Services Au Public (MSAP);;;;http://ccapv.fr;https://i.goopics.net/G8bjv.png
104;COMMUNAUTE DE COMMUNES ALPES PROVENCE VERDON;EPCI;MSAP Annot Entrevaux;Place du Germe;4240;ANNOT;43.965417;6.667501;LIEU DE MEDIATION NUMERIQUE;"Animations informatique gratuites pour tous ; accompagnement pour démarches en ligne ; mise à disposition de PC en accès libre";"Mardi,mercredi 0h-12h/14h-17h; jeudi 14h-17h";Ordinateurs fixes et portables, connexion internet, imprimante, matériel visio.;Maison de Services Au Public (MSAP);;;;http://ccapv.fr;https://i.goopics.net/G8bjv.png
105;COMMUNAUTE DE COMMUNES ALPES PROVENCE VERDON;EPCI;MSAP Castellane;Avenue  Frédéric Mistral - ancienne gendarmerie;4120;CASTELLANE;43.846042; 6.509281;LIEU DE MEDIATION NUMERIQUE;"Animations informatique gratuites pour tous ; accompagnement pour démarches en ligne ; mise à disposition de PC en accès libre";Lundi à vendredi 9h-12h/14h-17h;Ordinateurs fixes et portables, connexion internet, imprimante, matériel visio.;Maison de Services Au Public (MSAP);;;;http://ccapv.fr;https://i.goopics.net/G8bjv.png
106;COMMUNAUTE DE COMMUNES ALPES PROVENCE VERDON;EPCI;MSAP Saint-André Haut-Verdon;Place de Verdun;4170;SAINT-ANDRE-LES-ALPES;43.966830;6.507305;LIEU DE MEDIATION NUMERIQUE;"Animations informatique gratuites pour tous ; accompagnement pour démarches en ligne ; mise à disposition de PC en accès libre";Lundi à vendredi 9h-12h/13h30-16h30;Ordinateurs fixes et portables, connexion internet, imprimante, matériel visio.;Maison de Services Au Public (MSAP);;;;http://ccapv.fr;https://i.goopics.net/G8bjv.png
107;COMMUNAUTE DE COMMUNES CŒUR DU VAR;EPCI;Le Tarmac;Quartier Précoumin;83340;LE LUC EN PROVENCE;43,378668;6,296099;ESPACE DE COWORKING;Coworking,networking, partage d'expériences, accueil des acteurs institutionnels dans le cadre d’animations et de permanences régulières : les mardis de l’entrepreneuriat.;Ouverture au public (hors coworking) 9h-12h/14h-18h;Connexion Internet en Wifi (fibre optique), Imprimante - Scanner - Photocopieur;;https://www.facebook.com/coeurduvarofficiel/;https://twitter.com/coeurduvar;https://www.youtube.com/user/coeurduvar83;http://coeurduvar.com;https://i.goopics.net/D8b2Z.png
108;ESPACE SOCIAL ET CULTUREL VILLEMARIE;ASSOCIATION;Espace social et culturel Villemarie;73 rue Pierre Parocel;84200;CARPENTRAS;44.0561717;5.0356369;LIEU DE MEDIATION NUMERIQUE;Accompagnement individuel de médiation numérique, ateliers collectifs d'initiation à l'informatique et projets collectifs de création, accompagnement à l'emploi, ateliers d'accompagnement scolaire;"Lundi 8h30-17h; mardi 9h-12h30/14h-18h30; mercredi 9h-12h30/14h-17h; jeudi 8h30-17h";Ordinateurs + imprimantes scan laser couleur  + matériel vidéo;"Maison de Services Au Public (MSAP); Point numérique CAF; E-cg Vaucluse";http://facebook.com/esc.villemarie;;https://www.youtube.com/channel/UCe_YT9IXMAfiCDCWFIB8brA;http://www.villemarie.com;https://i.goopics.net/qvraQ.png
109;FOYER RURAL CEPAGE;ASSOCIATION;Foyer rural CEPAGE;1 Av miss Pell;6260;PUGET-THENIERS;43.9559244;6.8908272;LIEU DE MEDIATION NUMERIQUE;Accompagnement formation aux usages numériques, recherche emploi et e-administration;"Lundi au vendredi 9h-12h : sur rendez vous ; Lundi au vendredi 13h30-17h30 : acces libre; mardi,mercredi 18h-20h : ateliers collectifs";Serveur avec clients légers,  imprimante laser couleur en réseau, ordinateurs portables accès internet;"Maison de Services Au Public (MSAP); Espace Public Numérique (EPN)";https://www.facebook.com/Foyer-Rural-Cepage-347954478705641/;https://twitter.com/CIED_PACA;https://www.youtube.com/channel/UCSGB_gJUwiEBh4HtcOlBn7Q;http://www.foyer-rural-cepage.com ;https://i.goopics.net/dRlAd.png
110;DONUT INFOLAB;ASSOCIATION;Donut infolab;68 rue Sainte;13001;MARSEILLE;43.2918916;5.369685;INFOLAB;Ateliers itinérants de médiation aux données, support et formation pour des projets citoyens faisant appel à l'utilisation de données pour le bien commun, création et diffusion de data-visualisations, militer pour l'open data et favoriser l'acculturation aux données et à leurs usages sur le territoire régional.;En fonction des événements couverts;Ordinateurs;;https://www.facebook.com/donutmarseille/ ;https://twitter.com/DonutMarseille;;https://www.ledonut-marseille.com/;https://i.goopics.net/aO3Jy.png
111;LA FRUITIERE NUMERIQUE;SOCIETE PUBLIQUE LOCALE;La Fruitière numérique;42 Avenue du 8 mai 1945;84160;LOURMARIN;43.766501;5.364387;"FABLAB; ESPACE DE COWORKING; LIEU DE MEDIATION NUMERIQUE";Ateliers informatique débutant, atelier DIY Lab' adultes et ados, rendez-vous Pro', événements, expositions, résidence Artistique;"Lundi 15h-19h; mardi 10h-13h/14h-21h, mercredi au samedi 10h-13h/14h-19h";Imprimante 3D, découpe Laser, fraiseuses Numériques, plotter de découpe vinyle, découpe mousse, scanners 3D;;https://www.facebook.com/lafruitierenumerique/;https://twitter.com/fablablourmarin;https://www.youtube.com/channel/UC1vgKcq7NV4JtHVxyDX8PWA;http://www.lafruitierenumerique.com/;https://i.goopics.net/dRGvw.png
112;LABORATOIRE D'INTELLIGENCE COLLECTIVE ET ARTIFICIELLE;SCOP;LABORATOIRE D'INTELLIGENCE COLLECTIVE ET ARTIFICIELLE;15 boulevard Léglize;13004;MARSEILLE;43.3114623;5.3951439,17;LIEU DE RENCONTRE CITOYENNE;Formations : numérique & éthique, big data, intelligence artificielle, blockchain. Rencontres citoyennes sur les enjeux sociétaux et l'éthique du numérique. Accompagnements transformation du numérique et des organisations;Lundi au vendredi 9h-12h/14h-18h;Casques EEG, ordinateurs, casques VR, jeux, kit d'intelligence collective, tablettes graphiques;;https://www.facebook.com/LICA.europe/;https://twitter.com/LicaEurope;;http://www.lica-europe.org;https://i.goopics.net/8gZPG.png
113;INITIATIVE LUBERON;ASSOCIATION;LUB' FACTORY;Pépinière d'entreprises Bernard Chevalier - avenue Eugène Baudoin;84400;APT;43.8752482;5.3905659;ESPACE DE COWORKING;Coworking, rendez-vous individuels conseils à la création, formation webmarketing, création de site internet, les outils numériques, l'impression 3D et d'autres sujets ,mise en réseau des entrepreneurs;Lundi au vendredi 8h30-12h30/13h30-17h30;mobilier/matériel coworking/prises informatiques/wifi dédié/grand écran mural;;www.facebook.com/LubFactory;;;http://www.initiative-luberon.fr;https://i.goopics.net/lE2KA.png
114;LA LIGUE 83;ASSOCIATION;ALTernativ';68, avenue victor agostini;83000;TOULON;43.1305455;5.9341359;TIERS LIEU SOLIDAIRE;Coopération entre volontaires et associations : médiation, numérique, création de nouveaux projets, de nouveaux outils de gestion  etc..;"Lundi au vendredi 9h-18h; samedi sur rendez-vous.";Ordinateurs, écrans tactiles, montage video et organisation robotique, drone;APTIC, Centre de Ressource et d'Information des Bénévoles (CRIB);https://www.facebook.com/FOL83/;;;http://www.fol83laligue.org;https://i.goopics.net/PDo55.png
115;MINES SAINT-ETIENNE;EPSCP;Campus Georges Charpak Provence;880 route de Mimet;13541;GARDANNE;43.4449842;5.4772308;"CAMPUS IOT; FABLAB; PLATEFORME DE PROTOTYPAGE; PRE-INCUBATEUR";;Lundi au vendredi 9h-18h;;;www.facebook.com/MinesSaintEtienne;twitter.com/MINES_StEtienne;www.youtube.com/channel/UCVSdpdmJccvUngjJ2on1n3A;http://www.mines-stetienne.fr;https://i.goopics.net/yOg5V.png
116;MJC DE BEDOIN;ASSOCIATION;MSAP La Cerise Numérique;79, chemin Vallat de Pommet;84410;BEDOIN;44.11660104481071;5.178335734446591;LIEU DE MEDIATION NUMERIQUE;Ateliers numériques spécifiques pour les demandeurs d’emploi, conseil et accompagnement informatiques tout public, aide à la démocratisation des logiciels libres,  promotion d’une informatique écoresponsable, recyclage et reconditionnement de DEEE catégorie 3, don de matériels reconditionnés;"Lundi, mercredi, jeudi, vendredi 8h30-12h30; mardi 8h30-12h30/15h-19h";Postes informatiques , scanner, imprimante laser en réseau, possibilité de vidéo-conférence;"Maison de Services Au Public (MSAP); Point numérique CAF; E-cg Vaucluse";https://www.facebook.com/MSAPBedoin;https://twitter.com/Eric_Ecg_Bedoin;;http://mjcbedoin.org/index.php?pages/MSAP-La-Cerise-Numérique;https://i.goopics.net/wyR4Z.png
117;REFLETS;ASSOCIATION;NICE Val Eco-Tech;10 avenue Pierre Isnard;6200;NICE;43.6841298;7.1962885;LIEU DE MEDIATION NUMERIQUE;Accompagnements numérique sur emploi-formation, culture numérique pour tous;"Lundi, mercredi, vendredi 9h-12h30/13h30-17h; mardi, jeudi 9h-12h30/13h30-19h00; samedi 19h-12h";Ordinateurs fixes, ordinateurs portables, tablettes, vidéo-projecteurs;Grande Ecole du Numérique (GEN);https://www.facebook.com/reflets06/;;;http://www.reflets.asso.fr;https://i.goopics.net/aO3yR.png
118;REFLETS;ASSOCIATION;Cagnes Es-Num;14 rue Pasteur;6800;CAGNES SUR MER;43.6574592;7.1433949;LIEU DE MEDIATION NUMERIQUE;Accompagnements numérique sur emploi-formation, culture numérique pour tous, transition numérique des entreprises;"Lundi, mercredi, vendredi 9h-12h30/13h30-17h; mardi, jeudi 9h-12h30/13h30-19h00; samedi 19h-12h";Ordinateurs fixes, ordinateurs portables, tablettes, vidéo-projecteurs;Grande Ecole du Numérique (GEN);https://www.facebook.com/reflets06/;;;http://www.reflets.asso.fr;https://i.goopics.net/aO3yR.png
119;TELECOM VALLEY;ASSOCIATION;SO FAB;450  route des Chappes;6410;BIOT-SOPHIA ANTIPOLIS;43.615591;7.072513;FABLAB;Prototypage, formation / animation;Lundi au vendredi 12h-19h, matin dur demande.;Découpeuse laser, Imprimante 3D et lithographique;;https://www.facebook.com/sofab.tv/;https://twitter.com/SoFABbyTV;https://www.youtube.com/user/TelecomValley1;http://www.telecom-valley.fr/;https://i.goopics.net/Nv4QG.png
120;VF EVENTS;SAS;La Coque;Place Henri Verneuil;13002;MARSEILLE;43.309046;5.367396;"CENTRE D'INNOVATION;  VITRINE NUMERIQUE";Evénementiels (conférences, salons, ateliers, networking...), open innovation, sensibilisation, showroom IOT, showroom start-up, plateforme BIM;Lundi au vendredi 9h-21h, ouvert le week-end en fonctions des évènements accueillis;Internet THD, WIFI,  écrans HD, visioconférence, outil brainstorming&Interactivité, showroom de plots usages IOT, table tactile, tablettes, PC, domotique, camera HD, plateforme informatique BIM , showroom de solutions de start-up, casque VR, videoprojecteur 3D...;;https://www.facebook.com/LA.COQUE.NUMERIQUE/;https://twitter.com/LaCoqueNumeriq ;https://www.youtube.com/channel/UCxPyIrviMHvkjgr0Um4oQ5g/;http://www.lacoque-numerique.fr;https://i.goopics.net/EYnpa.png
121;COMMUNE D'ARLES;COLLECTIVITE TERRITORIALE;Sambuc e-nov;Mairie annexe du Sambuc;13200;ARLES;43.52452;4.706212;LIEU DE MEDIATION NUMERIQUE;Accompagnement à l'utilisation des services publics numériques, assistance numérique, formation, participation citoyenne, pratique collaborative;"Lundi au jeudi 8h30- 12h15/13h30-16h30; vendredi 8h30-12h15";Ordinateur connecté à Internet, une imprimante / scanner ;;https://www.facebook.com/ville.arles/;https://twitter.com/VilledArles;;https://demarches.arles.fr/menu/aide/;https://i.goopics.net/ZYEOG.png
122;COMMUNE D'ARLES;COLLECTIVITE TERRITORIALE;Trinquetaille e-nov;Maison publique de quartier de Trinquetaille, Place Léopold Moulias;13200;ARLES ;43.68158 ;4.6215;LIEU DE MEDIATION NUMERIQUE;Accompagnement à l'utilisation des services publics numériques, assistance numérique, formation, participation citoyenne, pratique collaborative;"Mardi au vendredi 9h-12h20/13h15-16h20; samedi 8h30-12h20";Ordinateur connecté à Internet, une imprimante / scanner ;;https://www.facebook.com/ville.arles/;https://twitter.com/VilledArles;;https://demarches.arles.fr/menu/aide/;https://i.goopics.net/ZYEOG.png
123;COMMUNE D'ARLES;COLLECTIVITE TERRITORIALE;Moules e-nov;Mairie annexe de Moulès, 3 place de la Mairie;13280;MOULES;43.6558 ;4.74067;LIEU DE MEDIATION NUMERIQUE;Accompagnement à l'utilisation des services publics numériques, assistance numérique, formation, participation citoyenne, pratique collaborative;Lundi au vendredi 8h30-12H20/132h15-16h30;Ordinateur connecté à Internet, une imprimante / scanner ;;https://www.facebook.com/ville.arles/;https://twitter.com/VilledArles;;https://demarches.arles.fr/menu/aide/;https://i.goopics.net/ZYEOG.png
124;COMMUNAUTE D'AGGLOMERATION GAP-TALLARD-DURANCE;EPCI;GAAAP Incubateur et coworking;16  rue Carnot;5000;GAP;44.5585152;6.078161;INCUBATEUR;Accompagnement d'entreprises , évènementiel,;Lundi au samedi 8h30-19h;Ordinateurs, vidéoprojecteur, imprimantes, appareil photo numérique;;https://www.facebook.com/Gaaap05/;;;https://www.gaaap.fr/;https://i.goopics.net/EYnxD.png
125;COMMUNAUTE D'AGGLOMERATION GAP-TALLARD-DURANCE;EPCI;GAAAP Incubateur et coworking;3 rue du colonel Roux;5000;GAP;44.5587776;6.0776073;ESPACE DE COWORKING;Coworking,animations, mise en réseau;Lundi au samedi 8h30-19h;Ordinateurs, vidéoprojecteur, imprimantes, appareil photo numérique;;https://www.facebook.com/Gaaap05/;;;https://www.gaaap.fr/;https://i.goopics.net/EYnxD.png
126;WILD CODE SCHOOL;SAS;Wild Code School;1 place Francis Chirat;13002;MARSEILLE;43.3009;5.36729;ORGANISME DE FORMATION CONTINUE;Formations aux métiers numériques;Lundi au vendredi 9h-12h/14h-18h;Salle de formation équipée d'écrans de projection, ordinateurs portables de prêt, salles de réunion de 4 à 12 personnes, salle de projection de 20 places;;https://www.facebook.com/wildcodeschool/;https://twitter.com/WildMarseille;https://www.youtube.com/channel/UCi99G_0QPx5sYsK8zdvQzfw;http://www.wildcodeschool.fr;https://i.goopics.net/mvyvm.png
127;ATRIOOM;SAS;Atrioom;17 La Canebière;13001;MARSEILLE;43.2961;5.37657;ESPACE D'INNOVATION;Atrioom est une agence spécialisée en design de service. Nous concevons des expériences multicanales, utiles, utilisables et engageantes pour les usagers ou les salariés de nos clients.;Lundi au vendredi 9h-12h/14h-21h;Studio photo (30m2) / Salle de créativité (45m2) / Salle de réunion (30m2) / Laboratoire de Test (20m2) ;;https://www.facebook.com/atrioom/;https://twitter.com/Atrioom_agency;;http://www.atrioom.fr;https://i.goopics.net/EY5V5.png
